fragment_length	cancer	healthy	enrichment	threshold_95	threshold_99	sig_95	sig_99
175	0.021721225889136997	0.021449172734659166	1.012683147784379	1.0443460030039697	1.0604890330158951	FALSE	FALSE
176	0.021286035813716485	0.021220333971075877	1.0030957011220056	1.0412392256564773	1.0580143911042714	FALSE	FALSE
177	0.02036845581586522	0.020523759149583605	0.9924325140968788	1.0399293921138921	1.0556075947414842	FALSE	FALSE
178	0.01903409177770103	0.019400421041828354	0.981116952332787	1.0376829227674418	1.0545743938092762	FALSE	FALSE
179	0.01753920512961154	0.018089906320745235	0.9695570072647517	1.0360144342607451	1.0532677344915564	FALSE	FALSE
180	0.01604676700132611	0.01674985418199391	0.9580237085490143	1.034996493821386	1.0523309919999633	FALSE	FALSE
181	0.014678790695294442	0.015502333376201764	0.9468756006158663	1.0342253719482095	1.0522727738827535	FALSE	FALSE
182	0.013492500977270606	0.014405532948518813	0.9366187047228174	1.033517879317842	1.0524159129253894	FALSE	FALSE
183	0.012538713944029	0.013511599754455953	0.9279955661755177	1.033839134375827	1.053956469973596	FALSE	FALSE
184	0.011818443551004662	0.012852675568659936	0.9195310573708287	1.0337375939459292	1.054969568683037	FALSE	FALSE
185	0.011303447227909312	0.012386740343458191	0.9125433963298532	1.0342568054092962	1.0570972696169771	FALSE	FALSE
186	0.010866404700875616	0.011995912877719894	0.9058414939510707	1.0355263119719018	1.0593936789526632	FALSE	FALSE
187	0.010428064826268488	0.011619178793651078	0.8974864778827383	1.036313666948386	1.0605686344905312	FALSE	FALSE
188	0.009924936902065837	0.011164175410194295	0.8889978567538954	1.0372683429333398	1.062727846063616	FALSE	FALSE
189	0.00930826939395761	0.010577900649270992	0.8799723974411825	1.0371468353335247	1.063167104774671	FALSE	FALSE
190	0.008602196189583943	0.00988798165549372	0.8699639410399992	1.0370881948958417	1.0640016072413445	FALSE	FALSE
191	0.007879960954864835	0.009164823328563164	0.8598040654275851	1.037406253404611	1.0648454225196635	FALSE	FALSE
192	0.007201467029069332	0.008456415043076536	0.8515970983465802	1.037262673982561	1.0659491016656626	FALSE	FALSE
193	0.006604408957944233	0.007831865105732177	0.8432730181193061	1.037476826435323	1.0668054895833938	FALSE	FALSE
194	0.006120653717768917	0.007315850173324305	0.836628034538789	1.0381180688810212	1.0670875719992292	FALSE	FALSE
195	0.00574225907301885	0.006898472155825249	0.8323945678644605	1.0386177186723806	1.0671800358960157	FALSE	FALSE
196	0.00545263807794003	0.006578845069081441	0.8288126156731621	1.040268461041233	1.0681283575715341	FALSE	FALSE
197	0.005220991429095642	0.0063336446351696715	0.824325248191525	1.0407764120305425	1.0688372838910907	FALSE	FALSE
198	0.004996273292041946	0.00609891972058196	0.8192049295438023	1.0415039501222705	1.0711637066411501	FALSE	FALSE
199	0.004765183878340443	0.005847723569275398	0.8148770496961791	1.041334951793745	1.0732663152863986	FALSE	FALSE
200	0.004499800334968279	0.00556558113329399	0.808503576205943	1.0409242164932515	1.07405146381907	FALSE	FALSE
201	0.004197122086386358	0.005237538954018502	0.8013523354595325	1.0405444208066466	1.073773295516541	FALSE	FALSE
202	0.003877668086230755	0.004876746169196753	0.7951326561543968	1.0403288851423744	1.0747510423706925	FALSE	FALSE
203	0.0035749966245342307	0.004525981641307093	0.7898814023222064	1.0397274943691883	1.074680401602706	FALSE	FALSE
204	0.003305472514850973	0.004206521771937078	0.7857952094651186	1.0394684703005268	1.074814210911617	FALSE	FALSE
205	0.003077666460888749	0.003930215071462969	0.7830763900101866	1.0395658138319566	1.0762180210656458	FALSE	FALSE
206	0.0028925419357729624	0.00369856988678729	0.7820682597951185	1.0407545851284516	1.0783187385390363	FALSE	FALSE
207	0.002734604136444755	0.0035081099030940194	0.7795070328220381	1.0410028538717584	1.0790744390847096	FALSE	FALSE
208	0.0025962665027386696	0.0033378517663304806	0.7778232546738768	1.0419718280657484	1.0805990490336357	FALSE	FALSE
209	0.002470011607155177	0.003183839322023035	0.7757941275894672	1.0438494059601107	1.0832491336748795	FALSE	FALSE
210	0.002337705188826001	0.0030263104778866117	0.7724579091697865	1.0439673030683578	1.083255407691013	FALSE	FALSE
211	0.0021918148090697433	0.0028470610445942308	0.7698490043763991	1.044470296356871	1.0851458666585905	FALSE	FALSE
212	0.002035848988553857	0.002660689299039152	0.7651556075085432	1.0446002019075478	1.085800675612545	FALSE	FALSE
213	0.001879612675152369	0.0024685075700669116	0.7614337843669552	1.0450770448033584	1.0864764943498655	FALSE	FALSE
214	0.0017325279438511715	0.0022819755605084507	0.7592195033281217	1.0458283485140383	1.0884988882475275	FALSE	FALSE
215	0.0016056448376602572	0.002120966581968006	0.7570309126989114	1.0460578268000862	1.0893060385616629	FALSE	FALSE
216	0.0014948747558495609	0.001979662619326698	0.7551121035143575	1.0471910866277612	1.090923004854473	FALSE	FALSE
217	0.0014016525609583986	0.001856619151357163	0.7549448202587014	1.049071618211255	1.0929372664355335	FALSE	FALSE
218	0.0013230815105686948	0.0017569560277121289	0.7530490002083727	1.0500989478846936	1.0957627323695853	FALSE	FALSE
219	0.0012542317568949195	0.0016676268196631565	0.7521012621610621	1.0512413551167032	1.0980790521045716	FALSE	FALSE
220	0.0011868587122510234	0.00157794522168273	0.7521498049769488	1.0530142091116468	1.0999914872417953	FALSE	FALSE
221	0.0011175044029540005	0.0014877580226989335	0.7511281234064674	1.0550746454130355	1.1033149196398016	FALSE	FALSE
222	0.0010424161894821266	0.0013947691211831806	0.7473700843742577	1.055688427403462	1.104555882976022	FALSE	FALSE
223	9.68453511045399e-4	0.0012983230179930264	0.7459207288299902	1.0576892696421043	1.1075289897505285	FALSE	FALSE
224	8.994970918971148e-4	0.0012043045181996624	0.7468954980645578	1.0599999787507774	1.1104610486811068	FALSE	FALSE
225	8.336391974439638e-4	0.0011162286650487753	0.7468288131799636	1.0612284657422133	1.1134806582928536	FALSE	FALSE
226	7.77145072008669e-4	0.0010411305656816753	0.7464362619468601	1.0638527130971995	1.1172925507017024	FALSE	FALSE
227	7.293165157965658e-4	9.768681632388683e-4	0.7465787886776949	1.0647456950415306	1.1201390591549871	FALSE	FALSE
228	6.892577083397391e-4	9.232033470543835e-4	0.7465855108560698	1.0660870276444914	1.1220419104036041	FALSE	FALSE
229	6.549491983659229e-4	8.728825005341194e-4	0.7503205697897073	1.0696889129703715	1.1257124388025355	FALSE	FALSE
230	6.259398432150329e-4	8.277395123644206e-4	0.7561947592419238	1.0731776634122716	1.1282587842150076	FALSE	FALSE
231	5.939484424429686e-4	7.840451292404747e-4	0.7575340308255298	1.0768236898354495	1.1333069863643	FALSE	FALSE
232	5.628545551097115e-4	7.38528244777e-4	0.7621197129468416	1.0806185917490407	1.138035459124515	FALSE	FALSE
233	5.37703433595601e-4	6.95254555663127e-4	0.7733796138690718	1.0807905263474946	1.1378593960408354	FALSE	FALSE
234	5.072956693897024e-4	6.543224491272206e-4	0.7752873482988001	1.0846025150896417	1.138444064625245	FALSE	FALSE
235	4.699049739420431e-4	6.122951584408824e-4	0.7674359222100398	1.0943520651649825	1.1517864705718857	FALSE	FALSE
236	4.3543081507643787e-4	5.774420578439865e-4	0.7540553525814616	1.1051000187953344	1.1631881571405351	FALSE	FALSE
237	4.1285906980111195e-4	5.476209956669041e-4	0.753900113521392	1.11252883200246	1.1741618687745528	FALSE	FALSE
238	3.957079972419338e-4	5.233723491674771e-4	0.7560591179113516	1.1153965013318858	1.179056375201099	FALSE	FALSE
239	3.874799842267757e-4	5.043681899283147e-4	0.7682330282398743	1.1173868163925946	1.1778776264322333	FALSE	FALSE
240	3.7350478340521487e-4	4.894229635672417e-4	0.7631377761786168	1.124580527058307	1.1877652239417043	FALSE	FALSE
241	3.6652449150991525e-4	4.727739210087106e-4	0.7752473703587783	1.129399081801128	1.193998041448859	FALSE	FALSE
242	3.5796671130104333e-4	4.5616321792413885e-4	0.7847166322696587	1.1354176630192954	1.1992959133723593	FALSE	FALSE
243	3.394387913151026e-4	4.386147429516347e-4	0.7738705961522354	1.1451335790042017	1.2124245522189514	FALSE	FALSE
244	3.3149135828708685e-4	4.2145551551846586e-4	0.7865207142257006	1.1541434842405391	1.2244871121848337	FALSE	FALSE
245	3.09810215357207e-4	4.0637187560532e-4	0.762362285216913	1.1605342380196142	1.2337686509806767	FALSE	FALSE
246	2.978933938510211e-4	3.934366091719212e-4	0.7571380383172982	1.1691839538450155	1.2509584709592434	FALSE	FALSE
247	2.928861479598264e-4	3.820145760574741e-4	0.76666834103302	1.1750258335381956	1.2543612581348462	FALSE	FALSE
248	2.880957198857293e-4	3.7138219308293296e-4	0.775718297937934	1.1814598625845614	1.2644404407642176	FALSE	FALSE
249	2.858484968393696e-4	3.641597117824541e-4	0.784932100586466	1.1880777272886807	1.269302614992986	FALSE	FALSE
250	2.8325248664693526e-4	3.6312480948842176e-4	0.7800201997874471	1.188450784791173	1.2689509809158426	FALSE	FALSE
251	2.8069189648444285e-4	3.660561871417371e-4	0.7667790862524044	1.1829216450473454	1.2615166803398357	FALSE	FALSE
252	2.8227212698383574e-4	3.562772394477694e-4	0.7922599962360313	1.194688992168806	1.2826526478836633	FALSE	FALSE
253	2.78848537256189e-4	3.430924290238425e-4	0.8127267942973717	1.2153136861572473	1.3043232896997805	FALSE	FALSE
254	2.848938645601076e-4	3.363229264520627e-4	0.8470590957757844	1.2274339603482811	1.318216839103515	FALSE	FALSE
255	2.762278446363719e-4	3.3768770319586187e-4	0.8179737144263668	1.219635641044961	1.3060665402810705	FALSE	FALSE
256	2.7672639116662804e-4	3.360743289811376e-4	0.8233837977674914	1.2214305374073606	1.3088932586101043	FALSE	FALSE
257	2.6936384409926976e-4	3.3232197943532294e-4	0.8105264036189217	1.2235070297853528	1.3095058854409207	FALSE	FALSE
258	2.7344242466097e-4	3.1565602942890705e-4	0.8662396303956854	1.2408171098723884	1.3336352896748114	FALSE	FALSE
259	2.696665788769571e-4	3.131918407471553e-4	0.8609993422569193	1.2421453308513901	1.3349208182927341	FALSE	FALSE
