fragment_length	cancer	healthy	enrichment	threshold_95	threshold_99	sig_95	sig_99
308	7.129953311347156e-4	6.934993658105988e-4	1.0280976238891033	1.8022717942830866	2.358380068535507	FALSE	FALSE
309	7.252738803653266e-4	7.039675579421824e-4	1.0302514223399337	1.820016812119359	2.379658458967753	FALSE	FALSE
310	7.50603426710708e-4	6.959372114364641e-4	1.0785350014714925	1.8318358131372046	2.417270661307358	FALSE	FALSE
311	7.662027266214594e-4	7.097593120494723e-4	1.0795095161398771	1.8294056807861574	2.3966439299090037	FALSE	FALSE
312	7.700102813330553e-4	7.280740740062088e-4	1.0575842939348359	1.8436223449902205	2.4370544737154862	FALSE	FALSE
313	7.776770875492814e-4	7.473807669854241e-4	1.0405227384411184	1.8534411899918202	2.4664014931048177	FALSE	FALSE
314	8.00654012930358e-4	7.3962091318991e-4	1.0825047988830876	1.879825531454635	2.5116358219181265	FALSE	FALSE
315	8.195207553819284e-4	7.475084241538261e-4	1.0963218148229688	1.886940883586587	2.505284918777262	FALSE	FALSE
316	8.289443785045935e-4	7.7277908915884e-4	1.0726657378235982	1.8803043628418108	2.4938125976935694	FALSE	FALSE
317	8.329224777481535e-4	7.899473722025045e-4	1.0543891443482027	1.8984013015257801	2.537659059087619	FALSE	FALSE
318	8.442259015042724e-4	7.834641672567527e-4	1.0775414643985455	1.914719900257854	2.6024962516451153	FALSE	FALSE
319	8.638941437508833e-4	7.900420181976813e-4	1.0934648907316957	1.9138773641120355	2.556303986314489	FALSE	FALSE
320	8.64962688942545e-4	8.079630464646929e-4	1.0705340886397285	1.915190865815979	2.5835632716030648	FALSE	FALSE
321	8.568090166036025e-4	8.103578267357788e-4	1.057308777984057	1.9448945163543692	2.616715887684114	FALSE	FALSE
322	8.673297486235759e-4	8.029271268850391e-4	1.0801963436269852	1.9600154271185934	2.6700409895099058	FALSE	FALSE
323	8.764665901706625e-4	8.071598819249907e-4	1.0858514543188955	1.9609451113219627	2.683654054346981	FALSE	FALSE
324	8.771231181379797e-4	8.176133100731368e-4	1.072771663101827	1.9670273358513402	2.6993270972007872	FALSE	FALSE
325	8.684409334827976e-4	8.232789955466721e-4	1.0548433638495849	1.9817119002171164	2.7133545003884545	FALSE	FALSE
326	8.679888724152622e-4	8.157603551721476e-4	1.0640112954730934	2.0011863166476083	2.776622857323217	FALSE	FALSE
327	8.68282083114071e-4	8.078314622577671e-4	1.0748174285179466	2.0046455447875355	2.816563289334451	FALSE	FALSE
328	8.678167034790029e-4	8.107288226827102e-4	1.0704023036758294	1.9936592135147566	2.793511267889382	FALSE	FALSE
